#"","INTLDES","NORAD_CAT_ID","OBJECT_TYPE","SATNAME","COUNTRY","LAUNCH","SITE","DECAY","PERIOD","INCLINATION","APOGEE","PERIGEE","COMMENT","COMMENTCODE","RCSVALUE","RCS_SIZE","FILE","LAUNCH_YEAR","LAUNCH_NUM","LAUNCH_PIECE","CURRENT","OBJECT_NAME","OBJECT_ID","OBJECT_NUMBER"
"33480","2019-038Y",44408,"PAYLOAD","MOMENTUS-X1","US","2019-07-05","VOSTO","",95.25,97.49,548,514,"",NA,0,"MEDIUM",7015,2019,38,"Y","Y","MOMENTUS-X1","2019-038Y",44408
"33481","1998-067QE",44329,"PAYLOAD","NEPALISAT1","NPL","1998-11-20","TTMTR","",92.76,51.64,414,405,"",NA,0,"SMALL",7012,1998,67,"QE","Y","NEPALISAT1","1998-067QE",44329
"33484","2019-036F",44344,"PAYLOAD","DSX","US","2019-06-25","AFETR","",316.92,42.21,12038,6002,"",NA,0,"LARGE",7015,2019,36,"F","Y","DSX","2019-036F",44344
"33485","2017-008CN",42032,"PAYLOAD","FLOCK 3P 47","US","2017-02-15","SRI","",94.4,97.4,495,484,"",NA,0,"SMALL",7012,2017,8,"CN","Y","FLOCK 3P 47","2017-008CN",42032
"33489","2019-029BG",44289,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",94.77,53,508,507,"",NA,0,"LARGE",7012,2019,29,"BG","Y","STARLINK","2019-029BG",44289
"33491","2019-029BJ",44291,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53.01,551,549,"",NA,0,"LARGE",7012,2019,29,"BJ","Y","STARLINK","2019-029BJ",44291
"33492","2019-029BK",44292,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53.01,551,549,"",NA,0,"LARGE",7012,2019,29,"BK","Y","STARLINK","2019-029BK",44292
"33493","2018-103A",43845,"PAYLOAD","CHANG'E 4","PRC","2018-12-07","XSC","",NA,NA,NA,NA,"HELIOCENTRIC ORBIT (SUN)",NA,0,"",6769,2018,103,"A","Y","CHANG'E 4","2018-103A",43845
"33496","2015-015A",40538,"PAYLOAD","IGS O-5","JPN","2015-03-26","TNSTA","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2015,15,"A","Y","IGS O-5","2015-015A",40538
"33497","2015-022B",40614,"PAYLOAD","SICRAL 2","FRIT","2015-04-26","FRGUI","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2015,22,"B","Y","SICRAL 2","2015-022B",40614
"33498","2016-056A",41759,"PAYLOAD","OFEQ 11","ISRA","2016-09-13","YAVNE","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2016,56,"A","Y","OFEQ 11","2016-056A",41759
"33499","2017-042Q",42839,"PAYLOAD","LEMUR 2 MONSON","US","2017-07-14","TTMTR","",96.53,97.56,600,585,"",NA,0,"SMALL",7012,2017,42,"Q","Y","LEMUR 2 MONSON","2017-042Q",42839
"33500","2017-005A",41940,"PAYLOAD","DSN-2","JPN","2017-01-24","TNSTA","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2017,5,"A","Y","DSN-2","2017-005A",41940
"33501","2019-039A",44421,"PAYLOAD","COSMOS 2535","CIS","2019-07-10","PKMTR","",97.01,97.88,623,608,"",NA,0,"MEDIUM",7015,2019,39,"A","Y","COSMOS 2535","2019-039A",44421
"33502","2017-044A",42900,"PAYLOAD","OPTSAT 3000","IT","2017-08-02","FRGUI","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2017,44,"A","Y","OPTSAT 3000","2017-044A",42900
"33503","2018-013A",43178,"PAYLOAD","SES-16/GOVSAT-1","SES","2018-01-31","AFETR","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2018,13,"A","Y","SES-16/GOVSAT-1","2018-013A",43178
"33504","2018-021A",43223,"PAYLOAD","IGS O-6","JPN","2018-02-27","TNSTA","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2018,21,"A","Y","IGS O-6","2018-021A",43223
"33505","1998-036A",25363,"PAYLOAD","COSMOS 2352","CIS","1998-06-15","PKMTR","",118.02,82.59,1873,1311,"",NA,0,"LARGE",6998,1998,36,"A","Y","COSMOS 2352","1998-036A",25363
"33506","2018-052A",43495,"PAYLOAD","IGS R-6","JPN","2018-06-12","TNSTA","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6768,2018,52,"A","Y","IGS R-6","2018-052A",43495
"33507","1999-041A",25872,"PAYLOAD","GLOBALSTAR M048","GLOB","1999-07-25","AFETR","",127,51.94,2003,1980,"",NA,0,"LARGE",6998,1999,41,"A","Y","GLOBALSTAR M048","1999-041A",25872
"33508","2017-008CL",42030,"PAYLOAD","FLOCK 3P 52","US","2017-02-15","SRI","",94.4,97.4,495,484,"",NA,0,"SMALL",7012,2017,8,"CL","Y","FLOCK 3P 52","2017-008CL",42030
"33512","2017-008CX",42041,"PAYLOAD","FLOCK 3P 55","US","2017-02-15","SRI","",94.39,97.4,494,484,"",NA,0,"SMALL",7012,2017,8,"CX","Y","FLOCK 3P 55","2017-008CX",42041
"33513","2019-029BM",44294,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7012,2019,29,"BM","Y","STARLINK","2019-029BM",44294
"33517","2017-060A",42954,"PAYLOAD","VRSS-2","VENZ","2017-10-09","JSC","",97.56,97.96,655,629,"",NA,0,"LARGE",7012,2017,60,"A","Y","VRSS-2","2017-060A",42954
"33518","1998-036D",25366,"PAYLOAD","COSMOS 2355","CIS","1998-06-15","PKMTR","",117.86,82.59,1867,1303,"",NA,0,"MEDIUM",7005,1998,36,"D","Y","COSMOS 2355","1998-036D",25366
"33519","2017-012A",42061,"PAYLOAD","TK-1","PRC","2017-03-02","JSC","",92.56,96.92,412,387,"",NA,0,"MEDIUM",7012,2017,12,"A","Y","TK-1","2017-012A",42061
"33521","1998-036E",25367,"PAYLOAD","COSMOS 2356","CIS","1998-06-15","PKMTR","",117.8,82.58,1866,1298,"",NA,0,"MEDIUM",7005,1998,36,"E","Y","COSMOS 2356","1998-036E",25367
"33523","2017-013A",42063,"PAYLOAD","SENTINEL 2B","ESA","2017-03-07","FRGUI","",100.64,98.57,790,788,"",NA,0,"LARGE",7012,2017,13,"A","Y","SENTINEL 2B","2017-013A",42063
"33524","2019-036P",44352,"PAYLOAD","ARMADILLO","US","2019-06-25","AFETR","",96.19,28.53,845,307,"",NA,0,"SMALL",7015,2019,36,"P","Y","ARMADILLO","2019-036P",44352
"33525","2019-036T",44356,"PAYLOAD","OCULUS-ASR","US","2019-06-25","AFETR","",96.04,28.53,835,302,"",NA,0,"MEDIUM",7015,2019,36,"T","Y","OCULUS-ASR","2019-036T",44356
"33529","2017-019B",42752,"PAYLOAD","LEMUR 2 ANGELA","US","2017-04-18","AFETR","",94.09,51.64,481,468,"",NA,0,"MEDIUM",6998,2017,19,"B","Y","LEMUR 2 ANGELA","2017-019B",42752
"33530","1994-024A",23092,"PAYLOAD","COSMOS 2279","CIS","1994-04-26","PKMTR","",104.62,82.95,1004,950,"",NA,0,"LARGE",7012,1994,24,"A","Y","COSMOS 2279","1994-024A",23092
"33531","2019-036N",44351,"PAYLOAD","FORMOSAT7-2/COSMIC2-2","ROC","2019-06-25","AFETR","",99.07,24,724,705,"",NA,0,"LARGE",7015,2019,36,"N","Y","FORMOSAT7-2/COSMIC2-2","2019-036N",44351
"33532","2018-106A",43866,"PAYLOAD","CSO-1","FR","2018-12-19","FRGUI","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6790,2018,106,"A","Y","CSO-1","2018-106A",43866
"33533","1993-009A",22489,"PAYLOAD","OXP 1","US","1993-02-09","AFETR","",99.66,24.96,771,713,"",NA,0,"LARGE",7012,1993,9,"A","Y","OXP 1","1993-009A",22489
"33534","2018-111G",43882,"PAYLOAD","LEMUR 2 CHRISTINAHOLT","US","2018-12-27","VOSTO","",96.22,97.72,585,570,"",NA,0,"SMALL",7007,2018,111,"G","Y","LEMUR 2 CHRISTINAHOLT","2018-111G",43882
"33538","2017-008DB",42045,"PAYLOAD","FLOCK 3P 29","US","2017-02-15","SRI","",94.36,97.4,492,483,"",NA,0,"SMALL",7012,2017,8,"DB","Y","FLOCK 3P 29","2017-008DB",42045
"33540","1993-009B",22490,"PAYLOAD","SCD 1","BRAZ","1993-02-09","AFETR","",99.68,24.97,774,713,"",NA,0,"MEDIUM",7012,1993,9,"B","Y","SCD 1","1993-009B",22490
"33543","2017-061B",42956,"PAYLOAD","IRIDIUM 100","US","2017-10-09","AFWTR","",100.4,86.4,779,776,"",NA,0,"LARGE",7012,2017,61,"B","Y","IRIDIUM 100","2017-061B",42956
"33544","2017-061A",42955,"PAYLOAD","IRIDIUM 133","US","2017-10-09","AFWTR","",100.4,86.4,779,776,"",NA,0,"LARGE",7012,2017,61,"A","Y","IRIDIUM 133","2017-061A",42955
"33547","2017-008DC",42046,"PAYLOAD","FLOCK 3P 82","US","2017-02-15","SRI","",94.33,97.41,491,481,"",NA,0,"SMALL",7012,2017,8,"DC","Y","FLOCK 3P 82","2017-008DC",42046
"33548","1983-020A",13901,"PAYLOAD","ASTRON","CIS","1983-03-23","TTMTR","",5923.66,36.85,189924,14215,"",1,0,"LARGE",6790,1983,20,"A","Y","ASTRON","1983-020A",13901
"33549","1998-043D",25397,"PAYLOAD","TECHSAT 1B","ISRA","1998-07-10","TTMTR","",101.15,98.69,813,813,"",NA,0,"MEDIUM",7005,1998,43,"D","Y","TECHSAT 1B","1998-043D",25397
"33551","2019-029Z",44258,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,549,"",NA,0,"LARGE",7015,2019,29,"Z","Y","STARLINK","2019-029Z",44258
"33552","2019-029AA",44259,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",93.49,53,446,444,"",NA,0,"LARGE",7015,2019,29,"AA","Y","STARLINK","2019-029AA",44259
"33554","2017-008N",41960,"PAYLOAD","FLOCK 3P 28","US","2017-02-15","SRI","",94.37,97.4,493,483,"",NA,0,"SMALL",7012,2017,8,"N","Y","FLOCK 3P 28","2017-008N",41960
"33555","2016-069B",41860,"PAYLOAD","GALILEO 16 (26C)","ESA","2016-11-17","FRGUI","",844.71,54.61,23237,23208,"",NA,0,"LARGE",7003,2016,69,"B","Y","GALILEO 16 (26C)","2016-069B",41860
"33558","2019-029S",44251,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,52.98,553,547,"",NA,0,"LARGE",7012,2019,29,"S","Y","STARLINK","2019-029S",44251
"33559","2017-008Q",41962,"PAYLOAD","FLOCK 3P 17","US","2017-02-15","SRI","",94.32,97.4,491,481,"",NA,0,"SMALL",7012,2017,8,"Q","Y","FLOCK 3P 17","2017-008Q",41962
"33560","2019-029AB",44260,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53.01,551,548,"",NA,0,"LARGE",7015,2019,29,"AB","Y","STARLINK","2019-029AB",44260
"33561","2017-008R",41963,"PAYLOAD","FLOCK 3P 27","US","2017-02-15","SRI","",94.34,97.4,492,482,"",NA,0,"SMALL",7012,2017,8,"R","Y","FLOCK 3P 27","2017-008R",41963
"33562","2019-029AN",44271,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7015,2019,29,"AN","Y","STARLINK","2019-029AN",44271
"33563","1997-084E",25116,"PAYLOAD","ORBCOMM FM 9","ORB","1997-12-23","ERAS","",100.07,45.02,766,758,"",NA,0,"MEDIUM",6998,1997,84,"E","Y","ORBCOMM FM 9","1997-084E",25116
"33564","2018-041A",43450,"PAYLOAD","APSTAR 6C","PRC","2018-05-03","XSC","",1436.14,0.04,35794,35781,"",NA,0,"LARGE",7015,2018,41,"A","Y","APSTAR 6C","2018-041A",43450
"33565","2019-029AP",44272,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,549,"",NA,0,"LARGE",7015,2019,29,"AP","Y","STARLINK","2019-029AP",44272
"33568","2017-008G",41954,"PAYLOAD","INS-1B","IND","2017-02-15","SRI","",94.49,97.4,500,488,"",NA,0,"MEDIUM",7012,2017,8,"G","Y","INS-1B","2017-008G",41954
"33569","2017-008E",41952,"PAYLOAD","FLOCK 3P 51","US","2017-02-15","SRI","",94.4,97.4,495,484,"",NA,0,"SMALL",7012,2017,8,"E","Y","FLOCK 3P 51","2017-008E",41952
"33570","2019-029M",44246,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",92.17,53,400,362,"",NA,0,"LARGE",7012,2019,29,"M","Y","STARLINK","2019-029M",44246
"33571","2019-026E",44229,"PAYLOAD","HARBINGER","US","2019-05-05","RLLC","",94.7,40.02,510,498,"",NA,0,"MEDIUM",7015,2019,26,"E","Y","HARBINGER","2019-026E",44229
"33572","2019-029P",44248,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,551,549,"",NA,0,"LARGE",7012,2019,29,"P","Y","STARLINK","2019-029P",44248
"33573","2019-029D",44238,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7015,2019,29,"D","Y","STARLINK","2019-029D",44238
"33574","1999-068A",25994,"PAYLOAD","TERRA","US","1999-12-18","AFWTR","",98.83,98.2,703,702,"",NA,0,"LARGE",6998,1999,68,"A","Y","TERRA","1999-068A",25994
"33575","2017-042AM",42860,"PAYLOAD","FLOCK 2K 21","US","2017-07-14","TTMTR","",93.55,96.93,456,441,"",NA,0,"SMALL",7012,2017,42,"AM","Y","FLOCK 2K 21","2017-042AM",42860
"33576","2019-036Q",44353,"PAYLOAD","FORMOSAT7-6/COSMIC2-6","ROC","2019-06-25","AFETR","",99.06,24,724,704,"",NA,0,"LARGE",7009,2019,36,"Q","Y","FORMOSAT7-6/COSMIC2-6","2019-036Q",44353
"33577","2014-038D",40082,"PAYLOAD","O3B FM8","O3B","2014-07-10","FRGUI","",287.93,0.04,8070,8062,"",NA,0,"LARGE",6978,2014,38,"D","Y","O3B FM8","2014-038D",40082
"33578","2017-008A",41948,"PAYLOAD","CARTOSAT 2D","IND","2017-02-15","SRI","",94.78,97.39,513,503,"",NA,0,"LARGE",7012,2017,8,"A","Y","CARTOSAT 2D","2017-008A",41948
"33582","2017-042AN",42861,"PAYLOAD","FLOCK 2K 22","US","2017-07-14","TTMTR","",93.44,96.93,450,435,"",NA,0,"SMALL",7012,2017,42,"AN","Y","FLOCK 2K 22","2017-042AN",42861
"33583","2019-029G",44241,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53.01,550,549,"",NA,0,"LARGE",7015,2019,29,"G","Y","STARLINK","2019-029G",44241
"33584","2018-085A",43683,"PAYLOAD","BEIDOU 3G1","PRC","2018-11-01","XSC","",1436.08,2.47,35789,35783,"",NA,0,"LARGE",7015,2018,85,"A","Y","BEIDOU 3G1","2018-085A",43683
"33585","2019-029Q",44249,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.29,53,535,531,"",NA,0,"LARGE",7015,2019,29,"Q","Y","STARLINK","2019-029Q",44249
"33586","2018-017A",43205,"PAYLOAD","TESLA ROADSTER/FALCON 9H","US","2018-02-06","AFETR","",NA,NA,NA,NA,"HELIOCENTRIC ORBIT (SUN)",NA,0,"LARGE",6460,2018,17,"A","Y","TESLA ROADSTER/FALCON 9H","2018-017A",43205
"33587","1993-016A",22565,"PAYLOAD","COSMOS 2237","CIS","1993-03-26","TTMTR","",101.95,70.83,855,848,"",NA,0,"LARGE",7012,1993,16,"A","Y","COSMOS 2237","1993-016A",22565
"33591","2018-088F",43695,"PAYLOAD","LEMUR 2 ZUPANSKI","US","2018-11-11","RLLC","",94.71,85.03,517,492,"",NA,0,"SMALL",7015,2018,88,"F","Y","LEMUR 2 ZUPANSKI","2018-088F",43695
"33592","2002-032A",27453,"PAYLOAD","NOAA 17","US","2002-06-24","AFWTR","",101.05,98.54,818,799,"",NA,0,"LARGE",7012,2002,32,"A","Y","NOAA 17","2002-032A",27453
"33593","2017-042AS",42865,"PAYLOAD","FLOCK 2K 40","US","2017-07-14","TTMTR","",93.55,96.93,456,440,"",NA,0,"SMALL",7012,2017,42,"AS","Y","FLOCK 2K 40","2017-042AS",42865
"33594","2017-008X",41969,"PAYLOAD","FLOCK 3P 6","US","2017-02-15","SRI","",94.4,97.4,494,484,"",NA,0,"SMALL",7012,2017,8,"X","Y","FLOCK 3P 6","2017-008X",41969
"33600","2019-045A",44449,"PAYLOAD","YAOGAN-30 N","PRC","2019-07-26","XSC","",96.82,35,611,602,"",NA,0,"LARGE",7012,2019,45,"A","Y","YAOGAN-30 N","2019-045A",44449
"33606","2017-008BR",42011,"PAYLOAD","FLOCK 3P 16","US","2017-02-15","SRI","",94.41,97.4,495,485,"",NA,0,"SMALL",7010,2017,8,"BR","Y","FLOCK 3P 16","2017-008BR",42011
"33611","2018-029B",43246,"PAYLOAD","BEIDOU 3M8","PRC","2018-03-29","XSC","",773.22,55.24,21538,21518,"",NA,0,"LARGE",7015,2018,29,"B","Y","BEIDOU 3M8","2018-029B",43246
"33612","2017-008W",41968,"PAYLOAD","FLOCK 3P 3","US","2017-02-15","SRI","",94.39,97.4,494,484,"",NA,0,"SMALL",7012,2017,8,"W","Y","FLOCK 3P 3","2017-008W",41968
"33613","2001-043C",26931,"PAYLOAD","PCSAT","US","2001-09-30","KODAK","",100.66,67.05,795,785,"",NA,0,"MEDIUM",7005,2001,43,"C","Y","PCSAT","2001-043C",26931
"33622","2002-031A",27450,"PAYLOAD","IRIDIUM 97","US","2002-06-20","PKMTR","",100.1,86.42,765,762,"",NA,0,"LARGE",7012,2002,31,"A","Y","IRIDIUM 97","2002-031A",27450
"33623","2019-036R",44354,"PAYLOAD","PSAT 2","US","2019-06-25","AFETR","",96.16,28.53,844,305,"",NA,0,"SMALL",7012,2019,36,"R","Y","PSAT 2","2019-036R",44354
"33625","2017-003G",41923,"PAYLOAD","IRIDIUM 114","US","2017-01-14","AFWTR","",100.4,86.39,779,776,"",NA,0,"LARGE",7012,2017,3,"G","Y","IRIDIUM 114","2017-003G",41923
"33626","2001-026A",26857,"PAYLOAD","ICO F2","NICO","2001-06-19","AFETR","",366.97,44.87,10627,10575,"",NA,0,"LARGE",7012,2001,26,"A","Y","ICO F2","2001-026A",26857
"33627","2017-042BM",42884,"PAYLOAD","FLOCK 2K 25","US","2017-07-14","TTMTR","",93.55,96.93,457,440,"",NA,0,"SMALL",7010,2017,42,"BM","Y","FLOCK 2K 25","2017-042BM",42884
"33628","2019-036D",44342,"PAYLOAD","GPIM","US","2019-06-25","AFETR","",99.09,24,725,706,"",NA,0,"MEDIUM",7009,2019,36,"D","Y","GPIM","2019-036D",44342
"33631","2017-003H",41924,"PAYLOAD","IRIDIUM 108","US","2017-01-14","AFWTR","",100.4,86.4,779,776,"",NA,0,"LARGE",7012,2017,3,"H","Y","IRIDIUM 108","2017-003H",41924
"33632","2017-042X",42846,"PAYLOAD","CORVUS BC2","US","2017-07-14","TTMTR","",96.52,97.56,597,586,"",NA,0,"SMALL",7012,2017,42,"X","Y","CORVUS BC2","2017-042X",42846
"33633","2003-042A",27939,"PAYLOAD","MOZHAYETS 4","CIS","2003-09-27","PKMTR","",98.17,98.05,680,663,"",NA,0,"MEDIUM",7005,2003,42,"A","Y","MOZHAYETS 4","2003-042A",27939
"33634","2017-042Y",42847,"PAYLOAD","CORVUS BC1","US","2017-07-14","TTMTR","",96.51,97.56,597,586,"",NA,0,"SMALL",7012,2017,42,"Y","Y","CORVUS BC1","2017-042Y",42847
"33636","2017-042BY",42895,"PAYLOAD","FLOCK 2K 10","US","2017-07-14","TTMTR","",93.55,96.93,457,439,"",NA,0,"SMALL",7010,2017,42,"BY","Y","FLOCK 2K 10","2017-042BY",42895
"33637","2019-036E",44343,"PAYLOAD","FORMOSAT7-3/COSMIC2-3","ROC","2019-06-25","AFETR","",99.09,24,724,707,"",NA,0,"LARGE",7009,2019,36,"E","Y","FORMOSAT7-3/COSMIC2-3","2019-036E",44343
"33639","1998-067QJ",44364,"PAYLOAD","RED-EYE","US","1998-11-20","TTMTR","",92.81,51.64,417,408,"",NA,0,"MEDIUM",7012,1998,67,"QJ","Y","RED-EYE","1998-067QJ",44364
"33643","2018-014G",43186,"PAYLOAD","S-NET D","GER","2018-02-01","VOSTO","",96.21,97.71,585,570,"",NA,0,"MEDIUM",7015,2018,14,"G","Y","S-NET D","2018-014G",43186
"33644","2018-014D",43183,"PAYLOAD","LEMUR 2 URAMCHANSOL","US","2018-02-01","VOSTO","",96.24,97.7,588,569,"",NA,0,"SMALL",7015,2018,14,"D","Y","LEMUR 2 URAMCHANSOL","2018-014D",43183
"33647","2002-026A",27436,"PAYLOAD","COSMOS 2389","CIS","2002-05-28","PKMTR","",104.73,82.95,1017,947,"",NA,0,"LARGE",7012,2002,26,"A","Y","COSMOS 2389","2002-026A",27436
"33648","2018-044A",43463,"PAYLOAD","BANGABANDHUSAT-1","BGD","2018-05-11","AFETR","",1436.11,0.01,35796,35778,"",NA,0,"LARGE",7015,2018,44,"A","Y","BANGABANDHUSAT-1","2018-044A",43463
"33650","2019-021A",44186,"PAYLOAD","ARABSAT 6A","AB","2019-04-11","AFETR","",1436.25,0.02,35799,35780,"",NA,0,"",7015,2019,21,"A","Y","ARABSAT 6A","2019-021A",44186
"33652","2017-042AV",42868,"PAYLOAD","FLOCK 2K 38","US","2017-07-14","TTMTR","",93.53,96.93,455,439,"",NA,0,"SMALL",7010,2017,42,"AV","Y","FLOCK 2K 38","2017-042AV",42868
"33653","2017-042AY",42871,"PAYLOAD","FLOCK 2K 29","US","2017-07-14","TTMTR","",93.55,96.93,456,440,"",NA,0,"SMALL",7010,2017,42,"AY","Y","FLOCK 2K 29","2017-042AY",42871
"33657","2017-042BH",42880,"PAYLOAD","FLOCK 2K 28","US","2017-07-14","TTMTR","",93.76,96.93,468,449,"",NA,0,"SMALL",7010,2017,42,"BH","Y","FLOCK 2K 28","2017-042BH",42880
"33658","2019-039C",44423,"PAYLOAD","COSMOS 2537","CIS","2019-07-10","PKMTR","",97.05,97.89,624,611,"",NA,0,"LARGE",7012,2019,39,"C","Y","COSMOS 2537","2019-039C",44423
"33659","2019-029B",44236,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.79,53,558,556,"",NA,0,"LARGE",7012,2019,29,"B","Y","STARLINK","2019-029B",44236
"33660","2019-029C",44237,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,550,550,"",NA,0,"LARGE",7012,2019,29,"C","Y","STARLINK","2019-029C",44237
"33661","2012-006A",38077,"PAYLOAD","LARES","IT","2012-02-13","FRGUI","",114.75,69.49,1453,1435,"",NA,0,"SMALL",6978,2012,6,"A","Y","LARES","2012-006A",38077
"33662","2017-008AA",41972,"PAYLOAD","FLOCK 3P 12","US","2017-02-15","SRI","",94.4,97.4,494,484,"",NA,0,"SMALL",7012,2017,8,"AA","Y","FLOCK 3P 12","2017-008AA",41972
"33663","1976-080A",9270,"PAYLOAD","OPS 7940","US","1976-08-06","AFWTR","",714.77,61.73,39638,568,"",NA,0,"",6857,1976,80,"A","Y","OPS 7940","1976-080A",9270
"33664","1973-056A",6791,"PAYLOAD","OPS 7724","US","1973-08-21","AFWTR","",717.78,63.09,39503,852,"",NA,0,"",6857,1973,56,"A","Y","OPS 7724","1973-056A",6791
"33665","2018-084G",43677,"PAYLOAD","TEN-KOH","JPN","2018-10-29","TNSTA","",96.63,97.86,610,585,"",NA,0,"MEDIUM",7015,2018,84,"G","Y","TEN-KOH","2018-084G",43677
"33666","2017-042AH",42856,"PAYLOAD","FLOCK 2K 45","US","2017-07-14","TTMTR","",93.55,96.93,456,441,"",NA,0,"SMALL",7012,2017,42,"AH","Y","FLOCK 2K 45","2017-042AH",42856
"33668","2017-042CA",42897,"PAYLOAD","FLOCK 2K 06","US","2017-07-14","TTMTR","",93.55,96.93,456,440,"",NA,0,"SMALL",7010,2017,42,"CA","Y","FLOCK 2K 06","2017-042CA",42897
"33675","2018-023B",43229,"PAYLOAD","PODSAT","US","2018-03-06","AFETR","",346.03,26.97,19736,161,"",NA,0,"MEDIUM",7015,2018,23,"B","Y","PODSAT","2018-023B",43229
"33676","2019-036V",44358,"PAYLOAD","FORMOSAT7-5/COSMIC2-5","ROC","2019-06-25","AFETR","",99.05,24,724,703,"",NA,0,"LARGE",7012,2019,36,"V","Y","FORMOSAT7-5/COSMIC2-5","2019-036V",44358
"33677","2015-058B",40965,"PAYLOAD","AEROCUBE 5C","US","2015-10-08","AFWTR","",97.67,64.78,789,505,"",NA,0,"",6990,2015,58,"B","Y","AEROCUBE 5C","2015-058B",40965
"33678","2019-026B",44226,"PAYLOAD","SPARC-1","US","2019-05-05","RLLC","",94.65,40.02,510,493,"",NA,0,"MEDIUM",7015,2019,26,"B","Y","SPARC-1","2019-026B",44226
"33679","1986-014A",16591,"PAYLOAD","USA 15","US","1986-02-09","AFWTR","",106.72,63.3,1761,389,"",NA,0,"",6857,1986,14,"A","Y","USA 15","1986-014A",16591
"33683","1998-067QP",44429,"PAYLOAD","ENTRYSAT","FR","1998-11-20","TTMTR","",92.78,51.64,413,409,"",NA,0,"MEDIUM",7008,1998,67,"QP","Y","ENTRYSAT","1998-067QP",44429
"33684","1998-067QN",44428,"PAYLOAD","VCC A","US","1998-11-20","TTMTR","",92.78,51.64,413,409,"",NA,0,"SMALL",7012,1998,67,"QN","Y","VCC A","1998-067QN",44428
"33685","2019-023A",44204,"PAYLOAD","BEIDOU 3 IGSO-1","PRC","2019-04-20","XSC","",1436.08,55.05,35860,35713,"",NA,0,"LARGE",7015,2019,23,"A","Y","BEIDOU 3 IGSO-1","2019-023A",44204
"33687","2018-001A",43098,"PAYLOAD","USA 280","US","2018-01-08","AFETR","",NA,NA,NA,NA,"NO ELEMENTS AVAILABLE",NA,0,"",6427,2018,1,"A","Y","USA 280","2018-001A",43098
"33688","2019-029H",44242,"PAYLOAD","STARLINK","US","2019-05-24","AFETR","",95.65,53,551,549,"",NA,0,"LARGE",7012,2019,29,"H","Y","STARLINK","2019-029H",44242
"33689","1990-050D",20692,"PAYLOAD","USA 62","US","1990-06-08","AFETR","",107.31,63.33,1729,475,"",NA,0,"",6857,1990,50,"D","Y","USA 62","1990-050D",20692
"33690","2018-018B",43208,"PAYLOAD","BEIDOU 3M6","PRC","2018-02-12","XSC","",773.23,55.08,21555,21501,"",NA,0,"LARGE",7015,2018,18,"B","Y","BEIDOU 3M6","2018-018B",43208
"33691","1990-050C",20691,"PAYLOAD","USA 61","US","1990-06-08","AFETR","",107.31,63.33,1730,475,"",NA,0,"",6857,1990,50,"C","Y","USA 61","1990-050C",20691
"33693","2019-036M",44350,"PAYLOAD","FORMOSAT7-4/COSMIC2-4","ROC","2019-06-25","AFETR","",99.08,24,724,706,"",NA,0,"LARGE",7009,2019,36,"M","Y","FORMOSAT7-4/COSMIC2-4","2019-036M",44350
"33694","1990-050A",20641,"PAYLOAD","USA 59","US","1990-06-08","AFETR","",238.97,63.42,11528,1228,"",NA,0,"",6857,1990,50,"A","Y","USA 59","1990-050A",20641
"33695","2015-052E",40934,"PAYLOAD","LEMUR 2 JEROEN","US","2015-09-28","SRI","",97.46,6.01,644,630,"",1,0,"SMALL",6990,2015,52,"E","Y","LEMUR 2 JEROEN","2015-052E",40934
"33697","1988-078A",19460,"PAYLOAD","USA 32","US","1988-09-05","AFWTR","",100.46,84.99,783,778,"",NA,0,"",6857,1988,78,"A","Y","USA 32","1988-078A",19460
