,OBJECT_TYPE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,LAUNCH_YEAR,SMA,e,n
32127,"""PAYLOAD""","""""",96.37,69.9,593.0,577.0,"""LARGE""","""1998""",6963000.0,0.0011489300588826655,0.0010866426804987004
32130,"""PAYLOAD""","""""",104.97,82.95,1013.0,973.0,"""LARGE""","""1998""",7371000.0,0.00271333604666938,0.000997616034292272
32131,"""PAYLOAD""","""""",104.91,82.95,1010.0,971.0,"""MEDIUM""","""1998""",7368500.0,0.0026464002171405305,0.000998186589645027
32146,"""PAYLOAD""","""""",104.88,82.94,1013.0,965.0,"""LARGE""","""1998""",7367000.0,0.003257771141577304,0.0009984721121249025
32163,"""PAYLOAD""","""""",93.91,34.94,480.0,451.0,"""LARGE""","""1999""",6843500.0,0.002118798860232337,0.0011151076042983685
32169,"""PAYLOAD""","""""",114.07,52.01,1421.0,1405.0,"""LARGE""","""1999""",7791000.0,0.0010268258246694903,0.0009180306401302689
32170,"""PAYLOAD""","""""",114.11,51.99,1416.0,1414.0,"""LARGE""","""1999""",7793000.0,0.00012832028743744385,0.000917708834630267
32171,"""PAYLOAD""","""""",121.36,52.0,1751.0,1732.0,"""LARGE""","""1999""",8119500.0,0.0011700227846542274,0.0008628852597203343
32172,"""PAYLOAD""","""""",116.84,52.0,1540.0,1538.0,"""LARGE""","""1999""",7917000.0,0.00012631047113805733,0.0008962663053719597
32182,"""PAYLOAD""","""""",101.45,98.41,834.0,820.0,"""LARGE""","""1999""",7205000.0,0.0009715475364330327,0.0010322302131065527
32183,"""PAYLOAD""","""""",99.42,96.48,830.0,632.0,"""MEDIUM""","""1999""",7109000.0,0.01392600928400619,0.001053306730231943
32184,"""PAYLOAD""","""""",99.67,96.47,845.0,640.0,"""MEDIUM""","""1999""",7120500.0,0.014395056526929288,0.001050664744854618
32206,"""PAYLOAD""","""""",119.76,52.0,1672.0,1667.0,"""LARGE""","""1999""",8047500.0,0.00031065548306927616,0.0008744134529029707
32207,"""PAYLOAD""","""""",120.34,52.0,1698.0,1694.0,"""LARGE""","""1999""",8074000.0,0.00024770869457517957,0.0008701990619881981
32208,"""PAYLOAD""","""""",119.07,52.0,1641.0,1637.0,"""LARGE""","""1999""",8017000.0,0.00024946987651241115,0.0008794806006522195
32209,"""PAYLOAD""","""""",114.07,52.0,1415.0,1412.0,"""LARGE""","""1999""",7791500.0,0.00019251748700506964,0.0009180306401302689
32216,"""PAYLOAD""","""""",645.01,0.93,36059.0,643.0,"""LARGE""","""1999""",24729000.0,0.7160823324841279,0.0001623536923763349
32223,"""PAYLOAD""","""""",618.24,29.1,34712.0,611.0,"""""","""1999""",24039500.0,0.7092701595291083,0.00016938366187833166
32233,"""PAYLOAD""","""""",117.36,52.0,1563.0,1561.0,"""LARGE""","""1999""",7940000.0,0.00012594458438287153,0.0008922951186065078
32234,"""PAYLOAD""","""""",118.63,51.99,1621.0,1618.0,"""LARGE""","""1999""",7997500.0,0.0001875586120662707,0.0008827426040601853
32235,"""PAYLOAD""","""""",120.99,52.0,1731.0,1719.0,"""LARGE""","""1999""",8103000.0,0.0007404664938911515,0.0008655240525635158
32236,"""PAYLOAD""","""""",117.84,52.0,1587.0,1581.0,"""LARGE""","""1999""",7962000.0,0.00037678975131876413,0.0008886605152720618
32239,"""PAYLOAD""","""""",98.82,98.01,703.0,701.0,"""LARGE""","""1999""",7080000.0,0.00014124293785310735,0.0010597020352121004
32241,"""PAYLOAD""","""""",97.23,64.55,661.0,592.0,"""LARGE""","""1999""",7004500.0,0.0049254050967235345,0.0010770313187252881
32247,"""PAYLOAD""","""""",153.6,28.23,5148.0,1098.0,"""""","""1999""",9501000.0,0.21313545942532364,0.000681769239060285
32252,"""PAYLOAD""","""""",101.66,99.04,847.0,828.0,"""MEDIUM""","""1999""",7215500.0,0.0013166100755318412,0.0010300979256311212
32853,"""PAYLOAD""","""""",101.95,98.96,864.0,838.0,"""LARGE""","""1999""",7229000.0,0.001798312353022548,0.0010271677794964176
35789,"""PAYLOAD""","""""",92.77,97.27,413.0,408.0,"""MEDIUM""","""1999""",6788500.0,0.0003682698681593872,0.0011288105542703437
35790,"""PAYLOAD""","""""",99.33,97.72,731.0,722.0,"""LARGE""","""1999""",7104500.0,0.000633401365331832,0.0010542611005704195
35810,"""PAYLOAD""","""""",99.05,98.55,722.0,704.0,"""MEDIUM""","""1999""",7091000.0,0.0012692144972500353,0.0010572413439642581
35811,"""PAYLOAD""","""""",99.21,98.46,732.0,710.0,"""MEDIUM""","""1999""",7099000.0,0.0015495140160585999,0.0010555362878707768
35812,"""PAYLOAD""","""""",99.13,97.96,719.0,715.0,"""LARGE""","""1999""",7095000.0,0.00028188865398167724,0.0010563881279094097
35818,"""PAYLOAD""","""""",127.22,51.99,2015.0,1987.0,"""LARGE""","""1999""",8379000.0,0.001670843776106934,0.0008231390907063337
35834,"""PAYLOAD""","""""",99.35,98.5,798.0,657.0,"""LARGE""","""1999""",7105500.0,0.009921891492505806,0.0010540488688440843
35836,"""PAYLOAD""","""""",99.8,24.98,757.0,742.0,"""LARGE""","""1999""",7127500.0,0.001052262364082778,0.0010492961434835648
35847,"""PAYLOAD""","""""",717.68,62.96,39931.0,419.0,"""LARGE""","""1999""",26553000.0,0.7440213911799043,0.00014591427254439273
35853,"""PAYLOAD""","""""",126.07,51.98,1952.0,1950.0,"""LARGE""","""1999""",8329000.0,0.00012006243246488174,0.0008306476966737509
35854,"""PAYLOAD""","""""",124.67,51.99,1891.0,1886.0,"""LARGE""","""1999""",8266500.0,0.00030242545212605095,0.0008399755764791833
35858,"""PAYLOAD""","""""",97.51,98.17,641.0,638.0,"""LARGE""","""1999""",7017500.0,0.00021375133594584965,0.0010739386229069814
35879,"""PAYLOAD""","""""",127.0,51.93,2004.0,1979.0,"""LARGE""","""1999""",8369500.0,0.0014935181313101141,0.0008245650009422029
35882,"""PAYLOAD""","""""",115.15,51.96,1513.0,1412.0,"""LARGE""","""1999""",7840500.0,0.006440915757923602,0.0009094203657808057
35888,"""PAYLOAD""","""""",126.41,52.01,1970.0,1960.0,"""LARGE""","""1999""",8343000.0,0.0005993048064245475,0.0008284135362681733
35894,"""PAYLOAD""","""""",104.77,82.93,1007.0,960.0,"""LARGE""","""1999""",7361500.0,0.003192284181213068,0.0009995204268364968
35912,"""PAYLOAD""","""""",120.69,52.0,1713.0,1711.0,"""LARGE""","""1999""",8090000.0,0.00012360939431396787,0.0008676754919186326
35913,"""PAYLOAD""","""""",119.26,52.0,1654.0,1642.0,"""LARGE""","""1999""",8026000.0,0.00074757039621231,0.0008780794492676485
35914,"""PAYLOAD""","""""",118.01,51.99,1602.0,1581.0,"""LARGE""","""1999""",7969500.0,0.0013175230566534915,0.0008873803501369355
35915,"""PAYLOAD""","""""",117.13,52.0,1557.0,1547.0,"""LARGE""","""1999""",7930000.0,0.0006305170239596469,0.0008940472562081429
35920,"""PAYLOAD""","""""",96.79,98.2,609.0,600.0,"""LARGE""","""1999""",6982500.0,0.0006444683136412459,0.0010819274214243183
35941,"""PAYLOAD""","""""",100.31,98.67,776.0,770.0,"""LARGE""","""1999""",7151000.0,0.0004195217452104601,0.001043961271255705
35966,"""PAYLOAD""","""""",99.17,98.63,725.0,713.0,"""MEDIUM""","""1999""",7097000.0,0.0008454276454840073,0.0010559620360961963
36377,"""PAYLOAD""","""""",117.57,52.0,1574.0,1570.0,"""LARGE""","""1999""",7950000.0,0.00025157232704402514,0.0008907013278868739
36378,"""PAYLOAD""","""""",120.01,52.0,1682.0,1681.0,"""LARGE""","""1999""",8059500.0,6.203858800173708e-05,0.0008725919100046643
36379,"""PAYLOAD""","""""",119.53,51.99,1662.0,1658.0,"""LARGE""","""1999""",8038000.0,0.0002488181139586962,0.0008760960020050177
36380,"""PAYLOAD""","""""",118.42,51.99,1612.0,1608.0,"""LARGE""","""1999""",7988000.0,0.0002503755633450175,0.0008843080148594813
36392,"""PAYLOAD""","""""",114.08,51.98,1416.0,1411.0,"""LARGE""","""1999""",7791500.0,0.00032086247834178273,0.0009179501675987006
36393,"""PAYLOAD""","""""",122.1,51.98,1787.0,1762.0,"""LARGE""","""1999""",8152500.0,0.0015332720024532351,0.0008576556520856657
36394,"""PAYLOAD""","""""",120.01,51.98,1684.0,1679.0,"""LARGE""","""1999""",8059500.0,0.0003101929400086854,0.0008725919100046643
36395,"""PAYLOAD""","""""",122.37,51.98,1792.0,1782.0,"""LARGE""","""1999""",8165000.0,0.000612369871402327,0.0008557633008062414
36400,"""PAYLOAD""","""""",97.13,98.32,623.0,619.0,"""LARGE""","""1999""",6999000.0,0.00028575510787255323,0.0010781401741960237
36401,"""PAYLOAD""","""""",96.16,98.17,580.0,569.0,"""MEDIUM""","""1999""",6952500.0,0.0007910823444804028,0.0010890157562360625
36403,"""PAYLOAD""","""""",100.48,45.03,785.0,778.0,"""MEDIUM""","""1999""",7159500.0,0.0004888609539772331,0.0010421950151240024
36404,"""PAYLOAD""","""""",100.48,45.02,783.0,779.0,"""MEDIUM""","""1999""",7159000.0,0.0002793686269031988,0.0010421950151240024
36405,"""PAYLOAD""","""""",100.54,45.02,788.0,780.0,"""MEDIUM""","""1999""",7162000.0,0.0005585032113934655,0.001041573056690469
36406,"""PAYLOAD""","""""",100.32,45.03,779.0,769.0,"""MEDIUM""","""1999""",7152000.0,0.0006991051454138703,0.0010438572081305799
36407,"""PAYLOAD""","""""",100.48,45.04,783.0,779.0,"""MEDIUM""","""1999""",7159000.0,0.0002793686269031988,0.0010421950151240024
36408,"""PAYLOAD""","""""",100.48,45.04,783.0,779.0,"""MEDIUM""","""1999""",7159000.0,0.0002793686269031988,0.0010421950151240024
36409,"""PAYLOAD""","""""",100.48,45.04,783.0,780.0,"""MEDIUM""","""1999""",7159500.0,0.00020951183741881415,0.0010421950151240024
36414,"""PAYLOAD""","""""",101.66,99.03,845.0,829.0,"""LARGE""","""1999""",7215000.0,0.0011088011088011087,0.0010300979256311212
36419,"""PAYLOAD""","""""",98.82,98.16,703.0,702.0,"""LARGE""","""1999""",7080500.0,7.06164818868724e-05,0.0010597020352121004
36422,"""PAYLOAD""","""""",97.99,98.09,666.0,660.0,"""LARGE""","""1999""",7041000.0,0.00042607584149978694,0.0010686779785657697
36423,"""PAYLOAD""","""""",98.47,98.14,704.0,666.0,"""MEDIUM""","""1999""",7063000.0,0.0026900750389352965,0.0010634686210994188
36457,"""PAYLOAD""","""""",99.89,100.23,777.0,730.0,"""MEDIUM""","""2000""",7131500.0,0.0032952394306948046,0.0010483507370073059
36459,"""PAYLOAD""","""""",100.22,100.21,796.0,743.0,"""MEDIUM""","""2000""",7147500.0,0.003707590066456803,0.001044898773894031
36460,"""PAYLOAD""","""""",100.26,100.2,798.0,743.0,"""MEDIUM""","""2000""",7148500.0,0.0038469609008882984,0.0010444818982611188
36461,"""PAYLOAD""","""""",100.21,100.21,795.0,742.0,"""MEDIUM""","""2000""",7146500.0,0.003708108864479116,0.0010450030448025125
36464,"""PAYLOAD""","""""",99.76,100.22,769.0,725.0,"""SMALL""","""2000""",7125000.0,0.003087719298245614,0.0010497168716886503
36465,"""PAYLOAD""","""""",99.34,100.19,748.0,706.0,"""SMALL""","""2000""",7105000.0,0.002955665024630542,0.0010541549740251638
36466,"""PAYLOAD""","""""",99.74,100.21,770.0,722.0,"""SMALL""","""2000""",7124000.0,0.003368893879842785,0.0010499273623386784
36467,"""PAYLOAD""","""""",99.16,100.18,740.0,697.0,"""SMALL""","""2000""",7096500.0,0.003029662509687874,0.0010560685268219017
36468,"""PAYLOAD""","""""",99.8,100.22,773.0,725.0,"""SMALL""","""2000""",7127000.0,0.0033674757962677145,0.0010492961434835648
36472,"""PAYLOAD""","""""",101.88,70.99,857.0,838.0,"""LARGE""","""2000""",7225500.0,0.0013147879039512836,0.00102787352885414
36480,"""PAYLOAD""","""""",121.4,52.0,1747.0,1740.0,"""LARGE""","""2000""",8121500.0,0.0004309548728683125,0.0008626009482673786
36481,"""PAYLOAD""","""""",115.81,51.99,1498.0,1487.0,"""LARGE""","""2000""",7870500.0,0.0006988120195667365,0.0009042375884609254
36482,"""PAYLOAD""","""""",118.27,52.0,1605.0,1601.0,"""LARGE""","""2000""",7981000.0,0.0002505951635133442,0.0008854295689495204
36483,"""PAYLOAD""","""""",121.16,52.0,1734.0,1731.0,"""LARGE""","""2000""",8110500.0,0.000184945441094877,0.0008643096328793313
36485,"""PAYLOAD""","""""",96.31,64.85,594.0,569.0,"""LARGE""","""2000""",6959500.0,0.0017961060421007257,0.0010873196461391316
36498,"""PAYLOAD""","""""",91.92,97.46,374.0,363.0,"""LARGE""","""2000""",6746500.0,0.0008152375305714074,0.0011392488590041315
36500,"""PAYLOAD""","""""",312.85,64.65,17485.0,290.0,"""LARGE""","""2000""",15265500.0,0.5631980609871934,0.00033472832066376785
36506,"""PAYLOAD""","""""",853.84,94.92,45948.0,923.0,"""LARGE""","""2000""",29813500.0,0.7551109396749794,0.00012264564218080645
36537,"""PAYLOAD""","""""",94.85,86.35,520.0,503.0,"""LARGE""","""2000""",6889500.0,0.0012337615211553813,0.0011040564588261441
36538,"""PAYLOAD""","""""",94.79,86.35,515.0,502.0,"""LARGE""","""2000""",6886500.0,0.0009438756988310463,0.0011047553024544758
36546,"""PAYLOAD""","""""",102.12,68.93,1319.0,399.0,"""LARGE""","""2000""",7237000.0,0.0635622495509189,0.0010254578448850348
36557,"""PAYLOAD""","""""",98.17,97.8,680.0,662.0,"""LARGE""","""2000""",7049000.0,0.001276776847779827,0.001066718499741874
36558,"""PAYLOAD""","""""",98.32,97.83,690.0,667.0,"""MEDIUM""","""2000""",7056500.0,0.0016297031106072416,0.0010650910813635047
36559,"""PAYLOAD""","""""",98.04,97.81,672.0,658.0,"""MEDIUM""","""2000""",7043000.0,0.0009938946471674003,0.0010681329571568723
36632,"""PAYLOAD""","""""",101.89,98.67,856.0,840.0,"""LARGE""","""2000""",7226000.0,0.0011071132023249377,0.0010277726481466266
37099,"""PAYLOAD""","""""",96.95,64.55,614.0,611.0,"""SMALL""","""2000""",6990500.0,0.0002145769258279093,0.0010801418784905598
37100,"""PAYLOAD""","""""",96.56,64.55,602.0,585.0,"""MEDIUM""","""2000""",6971500.0,0.0012192498027684142,0.0010845045062102296
37101,"""PAYLOAD""","""""",96.59,64.55,599.0,592.0,"""SMALL""","""2000""",6973500.0,0.000501900050190005,0.0010841676686992418
37102,"""PAYLOAD""","""""",96.66,64.55,604.0,594.0,"""MEDIUM""","""2000""",6977000.0,0.0007166403898523721,0.0010833825276190749
37103,"""PAYLOAD""","""""",97.04,64.55,622.0,612.0,"""SMALL""","""2000""",6995000.0,0.0007147962830593281,0.0010791400981003685
37114,"""PAYLOAD""","""""",95.43,1.95,552.0,527.0,"""MEDIUM""","""2000""",6917500.0,0.0018070112034694614,0.0010973462760102669
37147,"""PAYLOAD""","""""",1146.6,8.78,58835.0,985.0,"""LARGE""","""2000""",36288000.0,0.7970954585537919,9.133067776003818e-05
37148,"""PAYLOAD""","""""",707.64,6.12,39196.0,657.0,"""MEDIUM""","""2000""",26304500.0,0.7325552662092037,0.00014798450500206286
37149,"""PAYLOAD""","""""",708.11,6.12,39219.0,658.0,"""MEDIUM""","""2000""",26316500.0,0.732639218741094,0.0001478862819613616
37155,"""PAYLOAD""","""""",98.32,97.89,686.0,671.0,"""LARGE""","""2000""",7056500.0,0.0010628498547438532,0.0010650910813635047
37156,"""PAYLOAD""","""""",98.7,98.33,697.0,696.0,"""LARGE""","""2000""",7074500.0,7.067637288854337e-05,0.0010609904267442733
37157,"""PAYLOAD""","""""",110.41,95.39,1788.0,703.0,"""MEDIUM""","""2000""",7623500.0,0.07116153997507707,0.0009484625950517144
37197,"""PAYLOAD""","""""",95.44,97.53,546.0,534.0,"""LARGE""","""2001""",6918000.0,0.0008673026886383347,0.0010972312984038116
37242,"""PAYLOAD""","""""",104.81,82.93,1010.0,960.0,"""LARGE""","""2001""",7363000.0,0.003395355154149124,0.000999138966889226
37293,"""PAYLOAD""","""""",567.41,28.48,32406.0,244.0,"""MEDIUM""","""2001""",22703000.0,0.7083204862793463,0.00018455747188040356
37297,"""PAYLOAD""","""""",107.4,63.4,1487.0,726.0,"""""","""2001""",7484500.0,0.050838399358674596,0.0009750442748571673
37305,"""PAYLOAD""","""""",100.65,67.0,792.0,786.0,"""MEDIUM""","""2001""",7167000.0,0.0004185851820845542,0.0010404347254809713
37306,"""PAYLOAD""","""""",100.65,67.05,794.0,785.0,"""MEDIUM""","""2001""",7167500.0,0.0006278339727938611,0.0010404347254809713
37307,"""PAYLOAD""","""""",100.67,67.06,793.0,788.0,"""MEDIUM""","""2001""",7168500.0,0.0003487479946990305,0.0010402280234395526
37325,"""PAYLOAD""","""""",95.22,97.79,554.0,504.0,"""LARGE""","""2001""",6907000.0,0.003619516432604604,0.0010997663843694578
37350,"""PAYLOAD""","""""",96.27,97.79,630.0,530.0,"""MEDIUM""","""2001""",6958000.0,0.007185972980741593,0.0010877714253626236
37375,"""PAYLOAD""","""""",93.5,97.78,452.0,440.0,"""MEDIUM""","""2001""",6824000.0,0.0008792497069167644,0.001119997380958928
37719,"""PAYLOAD""","""""",112.15,66.04,1331.0,1319.0,"""LARGE""","""2001""",7703000.0,0.0007789173049461248,0.0009337472592033863
37720,"""PAYLOAD""","""""",96.75,74.07,605.0,601.0,"""LARGE""","""2001""",6981000.0,0.00028649190660363845,0.0010823747299189641
37726,"""PAYLOAD""","""""",105.2,99.65,1014.0,993.0,"""LARGE""","""2001""",7381500.0,0.001422475106685633,0.0009954349345975264
37727,"""PAYLOAD""","""""",105.08,99.58,1013.0,983.0,"""MEDIUM""","""2001""",7376000.0,0.0020336225596529283,0.0009965717084094
37728,"""PAYLOAD""","""""",105.09,99.59,1014.0,983.0,"""MEDIUM""","""2001""",7376500.0,0.0021012675388056667,0.0009964768781012443
37729,"""PAYLOAD""","""""",105.1,99.59,1014.0,984.0,"""MEDIUM""","""2001""",7377000.0,0.0020333468889792597,0.000996382065838818
37730,"""PAYLOAD""","""""",105.05,99.55,1011.0,982.0,"""MEDIUM""","""2001""",7374500.0,0.0019662349989829817,0.000996856307659779
37755,"""PAYLOAD""","""""",114.3,82.55,1432.0,1415.0,"""MEDIUM""","""2001""",7801500.0,0.0010895340639620586,0.0009161833343802254
37756,"""PAYLOAD""","""""",114.24,82.54,1426.0,1415.0,"""MEDIUM""","""2001""",7798500.0,0.0007052638327883567,0.0009166645231062655
37757,"""PAYLOAD""","""""",114.14,82.55,1417.0,1416.0,"""MEDIUM""","""2001""",7794500.0,6.414779652318943e-05,0.0009174676285233904
37758,"""PAYLOAD""","""""",114.1,82.54,1417.0,1413.0,"""MEDIUM""","""2001""",7793000.0,0.0002566405748748877,0.0009177892648524081
37759,"""PAYLOAD""","""""",114.15,82.55,1419.0,1415.0,"""MEDIUM""","""2001""",7795000.0,0.0002565747273893522,0.000917387254661934
37760,"""PAYLOAD""","""""",114.01,82.54,1417.0,1404.0,"""MEDIUM""","""2001""",7788500.0,0.0008345637799319509,0.0009185137717714215
37766,"""PAYLOAD""","""""",248.82,28.55,13196.0,257.0,"""LARGE""","""2002""",13104500.0,0.4936853752527758,0.0004208655056653797
37767,"""PAYLOAD""","""""",616.91,28.53,34786.0,468.0,"""LARGE""","""2002""",24005000.0,0.7148094147052697,0.00016974883713938787
37772,"""PAYLOAD""","""""",93.71,38.03,465.0,447.0,"""LARGE""","""2002""",6834000.0,0.0013169446883230904,0.0011174875159498429
37791,"""PAYLOAD""","""""",100.14,98.16,766.0,764.0,"""LARGE""","""2002""",7143000.0,0.0001399972000559989,0.0010457335242626301
37819,"""PAYLOAD""","""""",99.16,98.22,815.0,622.0,"""LARGE""","""2002""",7096500.0,0.013598252659761854,0.0010560685268219017
37820,"""PAYLOAD""","""""",100.75,98.42,803.0,785.0,"""LARGE""","""2002""",7172000.0,0.0012548800892359174,0.001039402035927144
37821,"""PAYLOAD""","""""",98.83,98.22,704.0,702.0,"""LARGE""","""2002""",7081000.0,0.00014122299110295156,0.0010595948104792044
37831,"""PAYLOAD""","""""",100.62,98.51,794.0,782.0,"""LARGE""","""2002""",7166000.0,0.0008372871895060006,0.0010407449326143884
37832,"""PAYLOAD""","""""",102.15,99.14,871.0,850.0,"""LARGE""","""2002""",7238500.0,0.0014505767769565517,0.001025156682522367
37843,"""PAYLOAD""","""""",104.73,82.95,1015.0,949.0,"""LARGE""","""2002""",7360000.0,0.004483695652173913,0.0009999021781691947
37859,"""PAYLOAD""","""""",101.05,98.65,817.0,800.0,"""LARGE""","""2002""",7186500.0,0.0011827732554094482,0.0010363162307734763
37966,"""PAYLOAD""","""""",115.7,82.48,1507.0,1468.0,"""MEDIUM""","""2002""",7865500.0,0.002479181234505117,0.000905097278475884
37967,"""PAYLOAD""","""""",115.67,82.48,1506.0,1466.0,"""MEDIUM""","""2002""",7864000.0,0.00254323499491353,0.0009053320231664197
37971,"""PAYLOAD""","""""",119.33,63.41,2079.0,1222.0,"""LARGE""","""2002""",8028500.0,0.053372360964065516,0.0008775643603424098
38066,"""PAYLOAD""","""""",104.9,82.93,1016.0,964.0,"""LARGE""","""2002""",7368000.0,0.003528773072747014,0.0009982817456592923
38069,"""PAYLOAD""","""""",3831.82,68.89,147514.0,1958.0,"""LARGE""","""2002""",81114000.0,0.8972310575239786,2.7328985996121887e-05
38099,"""PAYLOAD""","""""",97.79,98.07,668.0,638.0,"""MEDIUM""","""2002""",7031000.0,0.002133409187882236,0.0010708636375872764
38100,"""PAYLOAD""","""""",98.77,98.43,729.0,670.0,"""LARGE""","""2002""",7077500.0,0.004168138466972801,0.0010602384845566444
38101,"""PAYLOAD""","""""",98.9,98.48,738.0,674.0,"""LARGE""","""2002""",7084000.0,0.004517221908526256,0.0010588448444859432
38106,"""PAYLOAD""","""""",100.87,98.58,800.0,800.0,"""LARGE""","""2002""",7178000.0,0.0,0.0010381655112487336
38107,"""PAYLOAD""","""""",100.79,98.63,802.0,789.0,"""MEDIUM""","""2002""",7173500.0,0.0009061127761901443,0.0010389895338789538
38108,"""PAYLOAD""","""""",100.73,98.6,800.0,786.0,"""MEDIUM""","""2002""",7171000.0,0.0009761539534235114,0.001039608409805021
38109,"""PAYLOAD""","""""",100.72,98.59,801.0,785.0,"""MEDIUM""","""2002""",7171000.0,0.0011156045181982988,0.0010397116274787508
38111,"""PAYLOAD""","""""",100.51,98.54,791.0,775.0,"""SMALL""","""2002""",7161000.0,0.0011171624074849881,0.0010418839430868547
38112,"""PAYLOAD""","""""",100.51,98.54,791.0,775.0,"""SMALL""","""2002""",7161000.0,0.0011171624074849881,0.0010418839430868547
38115,"""PAYLOAD""","""""",97.61,64.56,687.0,602.0,"""MEDIUM""","""2002""",7022500.0,0.006051975792096832,0.0010728383886861978
38116,"""PAYLOAD""","""""",97.8,64.56,699.0,608.0,"""SMALL""","""2002""",7031500.0,0.006470881035340966,0.0010707541423278094
38117,"""PAYLOAD""","""""",97.57,64.56,684.0,601.0,"""SMALL""","""2002""",7020500.0,0.005911259881774803,0.0010732782117419265
